Facing,Square Feet,BHK Apartment,Price,Furnish Status,Deposit Status,Bathroom Count,Location,Amenities
null,766,1 BHK Apartment,28000 ,Unfurnished,"80,000 deposit",2 bathrooms,"Goregaon East, Mumbai","Jogging Track, ATM, Maintenance Staff, Lift(s), Intercom, Full Power Backup, Cafeteria, Children's play area, Rain Water Harvesting, Club House, Multipurpose Room, Swimming Pool, Indoor Games, Hospital, School, Shopping Mall, Car Parking, Gymnasium, Vaastu Compliant, 24 X 7 Security, Sports Facility, Landscaped Gardens"
null,766,1 BHK Apartment,27500 ,Unfurnished,"80,000 deposit",2 bathrooms,"Goregaon East, Mumbai","Jogging Track, ATM, Maintenance Staff, Lift(s), Intercom, Full Power Backup, Cafeteria, Children's play area, Rain Water Harvesting, Club House, Multipurpose Room, Swimming Pool, Indoor Games, Hospital, School, Shopping Mall, Car Parking, Gymnasium, Vaastu Compliant, 24 X 7 Security, Sports Facility, Landscaped Gardens"
null,766,1 BHK Apartment,27000 ,Unfurnished,"80,000 deposit",2 bathrooms,"Goregaon East, Mumbai","Jogging Track, ATM, Maintenance Staff, Lift(s), Intercom, Full Power Backup, Cafeteria, Children's play area, Rain Water Harvesting, Club House, Multipurpose Room, Swimming Pool, Indoor Games, Hospital, School, Shopping Mall, Car Parking, Gymnasium, Vaastu Compliant, 24 X 7 Security, Sports Facility, Landscaped Gardens"
null,766,1 BHK Apartment,26500 ,Unfurnished,"80,000 deposit",2 bathrooms,"Goregaon East, Mumbai","Jogging Track, ATM, Maintenance Staff, Lift(s), Intercom, Full Power Backup, Cafeteria, Children's play area, Rain Water Harvesting, Club House, Multipurpose Room, Swimming Pool, Indoor Games, Hospital, School, Shopping Mall, Car Parking, Gymnasium, Vaastu Compliant, 24 X 7 Security, Sports Facility, Landscaped Gardens"
null,766,1 BHK Apartment,26000 ,Unfurnished,"80,000 deposit",2 bathrooms,"Goregaon East, Mumbai","Jogging Track, ATM, Maintenance Staff, Lift(s), Intercom, Full Power Backup, Cafeteria, Children's play area, Rain Water Harvesting, Club House, Multipurpose Room, Swimming Pool, Indoor Games, Hospital, School, Shopping Mall, Car Parking, Gymnasium, Vaastu Compliant, 24 X 7 Security, Sports Facility, Landscaped Gardens"
null,766,1 BHK Apartment,25500 ,Unfurnished,"80,000 deposit",2 bathrooms,"Goregaon East, Mumbai","Jogging Track, ATM, Maintenance Staff, Lift(s), Intercom, Full Power Backup, Cafeteria, Children's play area, Rain Water Harvesting, Club House, Multipurpose Room, Swimming Pool, Indoor Games, Hospital, School, Shopping Mall, Car Parking, Gymnasium, Vaastu Compliant, 24 X 7 Security, Sports Facility, Landscaped Gardens"
null,766,1 BHK Apartment,25000 ,Unfurnished,"80,000 deposit",2 bathrooms,"Goregaon East, Mumbai","Jogging Track, ATM, Maintenance Staff, Lift(s), Intercom, Full Power Backup, Cafeteria, Children's play area, Rain Water Harvesting, Club House, Multipurpose Room, Swimming Pool, Indoor Games, Hospital, School, Shopping Mall, Car Parking, Gymnasium, Vaastu Compliant, 24 X 7 Security, Sports Facility, Landscaped Gardens"
null,766,1 BHK Apartment,24500 ,Unfurnished,"80,000 deposit",2 bathrooms,"Goregaon East, Mumbai","Jogging Track, ATM, Maintenance Staff, Lift(s), Intercom, Full Power Backup, Cafeteria, Children's play area, Rain Water Harvesting, Club House, Multipurpose Room, Swimming Pool, Indoor Games, Hospital, School, Shopping Mall, Car Parking, Gymnasium, Vaastu Compliant, 24 X 7 Security, Sports Facility, Landscaped Gardens"
null,766,1 BHK Apartment,23500 ,Unfurnished,"80,000 deposit",2 bathrooms,"Goregaon East, Mumbai","Jogging Track, ATM, Maintenance Staff, Lift(s), Intercom, Full Power Backup, Cafeteria, Children's play area, Rain Water Harvesting, Club House, Multipurpose Room, Swimming Pool, Indoor Games, Hospital, School, Shopping Mall, Car Parking, Gymnasium, Vaastu Compliant, 24 X 7 Security, Sports Facility, Landscaped Gardens"
null,766,1 BHK Apartment,23000 ,Unfurnished,"80,000 deposit",2 bathrooms,"Goregaon East, Mumbai","Jogging Track, ATM, Maintenance Staff, Lift(s), Intercom, Full Power Backup, Cafeteria, Children's play area, Rain Water Harvesting, Club House, Multipurpose Room, Swimming Pool, Indoor Games, Hospital, School, Shopping Mall, Car Parking, Gymnasium, Vaastu Compliant, 24 X 7 Security, Sports Facility, Landscaped Gardens"
null,766,1 BHK Apartment,22000 ,Unfurnished,"50,000 deposit",2 bathrooms,"Goregaon East, Mumbai","Jogging Track, ATM, Maintenance Staff, Lift(s), Intercom, Full Power Backup, Cafeteria, Children's play area, Rain Water Harvesting, Club House, Multipurpose Room, Swimming Pool, Indoor Games, Hospital, School, Shopping Mall, Car Parking, Gymnasium, Vaastu Compliant, 24 X 7 Security, Sports Facility, Landscaped Gardens"
null,1333,3 BHK Apartment,85000 ,Semi-Furnished,No Deposit,3 bathrooms,"Goregaon East, Mumbai","Jogging Track, ATM, Maintenance Staff, Lift(s), Intercom, Full Power Backup, Golf Course, Children's play area, Cafeteria, Club House, Rain Water Harvesting, Swimming Pool, Staff Quarter, Indoor Games, 24 X 7 Security, Hospital, School, Shopping Mall, Vaastu Compliant, Car Parking, Sports Facility, Gymnasium, Landscaped Gardens"
null,1200,3 BHK Apartment,150000 ,Semi-Furnished,5 L deposit,3 bathrooms,"Juhu, Mumbai","ATM, Lift(s), Hospital, School, Shopping Mall, Staff Quarter, 24 X 7 Security, Car Parking, Gymnasium, Vaastu Compliant, Full Power Backup, Children's play area, Landscaped Gardens, Swimming Pool, Club House, Jogging Track, Sports Facility"
null,1300,2 BHK Apartment,18000 ,Semi-Furnished,"75,000 deposit",2 bathrooms,"Kalyan West, Mumbai","ATM, Lift(s), Jogging Track, Full Power Backup, 24 X 7 Security, Hospital, Rain Water Harvesting, School, Shopping Mall, Staff Quarter, Vaastu Compliant, Club House, Car Parking, Swimming Pool, Gymnasium, Landscaped Gardens, Children's play area, Sports Facility"
null,1470,3 BHK Apartment,30000 ,Semi-Furnished,2 L deposit,3 bathrooms,"Kalyan West, Mumbai","Lift(s), Full Power Backup, 24 X 7 Security, Children's play area, Club House, Gymnasium, Swimming Pool, Sports Facility, Jogging Track, Landscaped Gardens"
null,560,1 BHK Apartment,35000 ,Furnished,No Deposit,1 bathrooms,"Andheri West, Mumbai","Lift(s), Full Power Backup, 24 X 7 Security, Children's play area, Club House, Gymnasium, Swimming Pool, Sports Facility, Jogging Track, Landscaped Gardens"
null,550,1 BHK Apartment,80000 ,Furnished,No Deposit,1 bathrooms,"Cumballa Hill, Mumbai","Lift(s), Full Power Backup, 24 X 7 Security, Children's play area, Club House, Gymnasium, Swimming Pool, Sports Facility, Jogging Track, Landscaped Gardens"
null,1275,2 BHK Apartment,60000 ,Semi-Furnished,3 L deposit,2 bathrooms,"Thane West, Mumbai","Swimming Pool, Landscaped Gardens, Lift(s), Full Power Backup, Indoor Games, Children's play area, Rain Water Harvesting, Intercom, Maintenance Staff, Jogging Track, Club House, 24 X 7 Security, Car Parking, Gymnasium, Sports Facility"
null,1250,2 BHK Apartment,19000 ,Semi-Furnished,1 L deposit,2 bathrooms,"Kalyan West, Mumbai","Swimming Pool, Landscaped Gardens, Lift(s), Full Power Backup, Indoor Games, Children's play area, Jogging Track, Club House, Multipurpose Room, Rain Water Harvesting, Intercom, Maintenance Staff, Gymnasium, Vaastu Compliant, 24 X 7 Security, Car Parking, Sports Facility"
null,750,1 BHK Apartment,15000 ,Furnished,"75,000 deposit",1 bathrooms,"Kalyan West, Mumbai","Lift(s), Full Power Backup, 24 X 7 Security, Children's play area, Club House, Gymnasium, Swimming Pool, Sports Facility, Jogging Track, Landscaped Gardens"
null,1567,3 BHK Apartment,26000 ,Furnished,1 L deposit,3 bathrooms,"Kalyan West, Mumbai","Gymnasium, Lift(s), Swimming Pool, 24 X 7 Security, Staff Quarter, Intercom, Children's play area, Full Power Backup, Club House, Vaastu Compliant, Sports Facility, Jogging Track, Landscaped Gardens"
null,685,1 BHK Apartment,35555 ,Unfurnished,1 L deposit,2 bathrooms,"Chembur, Mumbai","ATM, Lift(s), Hospital, School, Rain Water Harvesting, Intercom, Maintenance Staff, 24 X 7 Security, Car Parking, Vaastu Compliant, Children's play area, Full Power Backup, Swimming Pool, Sports Facility, Landscaped Gardens, Club House, Gymnasium, Jogging Track"
null,1250,2 BHK Apartment,12000 ,Unfurnished,"75,000 deposit",2 bathrooms,"Kalyan West, Mumbai","Gymnasium, Lift(s), Rain Water Harvesting, Intercom, Jogging Track, 24 X 7 Security, Car Parking, Club House, Children's play area, Full Power Backup, Sports Facility, Landscaped Gardens, Swimming Pool"
null,1017,2 BHK Apartment,29500 ,Unfurnished,1 L deposit,2 bathrooms,"Goregaon East, Mumbai","Jogging Track, ATM, Maintenance Staff, Lift(s), Intercom, Full Power Backup, Cafeteria, Children's play area, Rain Water Harvesting, Club House, Multipurpose Room, Swimming Pool, Indoor Games, Hospital, School, Shopping Mall, Car Parking, Gymnasium, Vaastu Compliant, 24 X 7 Security, Sports Facility, Landscaped Gardens"
null,630,2 BHK Apartment,37000 ,Unfurnished,1 L deposit,2 bathrooms,"Goregaon East, Mumbai","ATM, Lift(s), Jogging Track, Full Power Backup, Maintenance Staff, Children's play area, Multipurpose Room, Staff Quarter, Intercom, Club House, 24 X 7 Security, Car Parking, Swimming Pool, Gymnasium, Landscaped Gardens, Sports Facility"
null,473,1 BHK Apartment,22500 ,Unfurnished,1 L deposit,1 bathrooms,"Goregaon East, Mumbai","ATM, Lift(s), Jogging Track, Full Power Backup, Maintenance Staff, Children's play area, Multipurpose Room, Staff Quarter, Intercom, Club House, 24 X 7 Security, Car Parking, Swimming Pool, Gymnasium, Landscaped Gardens, Sports Facility"
null,650,1 BHK Apartment,24000 ,Semi-Furnished,1 L deposit,1 bathrooms,"Bhandup East, Mumbai","ATM, Lift(s), Jogging Track, Full Power Backup, Intercom, Children's play area, Rain Water Harvesting, Club House, Staff Quarter, Swimming Pool, Hospital, School, Shopping Mall, Car Parking, Gymnasium, Vaastu Compliant, 24 X 7 Security, Landscaped Gardens, Sports Facility"
null,1077,2 BHK Apartment,125000 ,Unfurnished,3.5 L deposit,2 bathrooms,"Bandra Kurla Complex, Mumbai","Indoor Games, ATM, Jogging Track, Lift(s), Maintenance Staff, Full Power Backup, Intercom, Children's play area, Golf Course, Club House, Cafeteria, Swimming Pool, Car Parking, Landscaped Gardens, Multipurpose Room, Staff Quarter, Rain Water Harvesting, 24 X 7 Security, Sports Facility, Gymnasium, Vaastu Compliant"
null,560,1 BHK Apartment,13000 ,Semi-Furnished,"60,000 deposit",1 bathrooms,"Mira Road East, Mumbai","24 X 7 Security, Full Power Backup, Lift(s), Children's play area, Club House, Gymnasium, Swimming Pool, Sports Facility, Jogging Track, Landscaped Gardens"
null,1025,2 BHK Apartment,32000 ,Unfurnished,1.5 L deposit,2 bathrooms,"Kharghar, Mumbai","Indoor Games, ATM, Jogging Track, Lift(s), Maintenance Staff, Full Power Backup, Intercom, Children's play area, Cafeteria, Club House, Swimming Pool, Multipurpose Room, Staff Quarter, Rain Water Harvesting, Sports Facility, Gymnasium, Vaastu Compliant, 24 X 7 Security, Car Parking, Landscaped Gardens"
null,1820,3 BHK Apartment,50000 ,Unfurnished,2.5 L deposit,3 bathrooms,"Kharghar, Mumbai","Swimming Pool, ATM, Sports Facility, Lift(s), Full Power Backup, Children's play area, Maintenance Staff, Club House, Multipurpose Room, Rain Water Harvesting, Intercom, Gymnasium, Vaastu Compliant, 24 X 7 Security, Car Parking, Landscaped Gardens, Jogging Track"
null,950,1 BHK Apartment,15000 ,Unfurnished,"75,000 deposit",1 bathrooms,"Kharghar, Mumbai","Landscaped Gardens, Lift(s), Indoor Games, Full Power Backup, Jogging Track, Children's play area, Maintenance Staff, Club House, Multipurpose Room, Staff Quarter, Rain Water Harvesting, Intercom, Gymnasium, Vaastu Compliant, 24 X 7 Security, Car Parking, Swimming Pool, Sports Facility"
null,1000,1 BHK Apartment,18000 ,Unfurnished,"90,000 deposit",1 bathrooms,"Kharghar, Mumbai","Landscaped Gardens, Lift(s), Indoor Games, Full Power Backup, Jogging Track, Children's play area, Maintenance Staff, Club House, Multipurpose Room, Staff Quarter, Rain Water Harvesting, Intercom, Gymnasium, Vaastu Compliant, 24 X 7 Security, Car Parking, Swimming Pool, Sports Facility"
null,1500,3 BHK Apartment,52000 ,Unfurnished,2.6 L deposit,3 bathrooms,"Kharghar, Mumbai","Landscaped Gardens, Lift(s), 24 X 7 Security, Rain Water Harvesting, Full Power Backup, Cafeteria, Maintenance Staff, Jogging Track, Indoor Games, Children's play area, Car Parking, Gymnasium, Club House, Vaastu Compliant, Swimming Pool, Sports Facility"
null,1710,3 BHK Apartment,31000 ,Unfurnished,"15,000 deposit",3 bathrooms,"Kharghar, Mumbai","Shopping Mall, Lift(s), Indoor Games, Full Power Backup, Jogging Track, Children's play area, Maintenance Staff, Club House, Intercom, Swimming Pool, Multipurpose Room, Staff Quarter, Rain Water Harvesting, Car Parking, Gymnasium, Vaastu Compliant, 24 X 7 Security, Landscaped Gardens, Sports Facility"
null,1500,3 BHK Apartment,43000 ,Unfurnished,2.15 L deposit,3 bathrooms,"Kharghar, Mumbai","ATM, Lift(s), Indoor Games, Full Power Backup, Jogging Track, Children's play area, Rain Water Harvesting, Club House, Staff Quarter, Swimming Pool, Hospital, School, Shopping Mall, Car Parking, Gymnasium, Vaastu Compliant, 24 X 7 Security, Landscaped Gardens, Sports Facility"
null,1275,2 BHK Apartment,32000 ,Unfurnished,1.6 L deposit,2 bathrooms,"Kharghar, Mumbai","Car Parking, Multipurpose Room, Indoor Games, Lift(s), Jogging Track, 24 X 7 Security, Intercom, Vaastu Compliant, Gymnasium, Staff Quarter, Rain Water Harvesting, Cafeteria, Golf Course, Swimming Pool, Club House, Children's play area, Full Power Backup, Landscaped Gardens, Sports Facility"
null,1250,2 BHK Apartment,25000 ,Unfurnished,1.25 L deposit,2 bathrooms,"Kharghar, Mumbai","Swimming Pool, Shopping Mall, Lift(s), Full Power Backup, Jogging Track, Children's play area, Rain Water Harvesting, Intercom, Maintenance Staff, Vaastu Compliant, 24 X 7 Security, Car Parking, Gymnasium, Club House, Landscaped Gardens, Sports Facility"
null,1130,2 BHK Apartment,33000 ,Unfurnished,1.65 L deposit,2 bathrooms,"Kharghar, Mumbai","Landscaped Gardens, Lift(s), Indoor Games, Full Power Backup, Jogging Track, Children's play area, Maintenance Staff, Club House, Multipurpose Room, Staff Quarter, Rain Water Harvesting, Intercom, Gymnasium, Vaastu Compliant, 24 X 7 Security, Car Parking, Swimming Pool, Sports Facility"
null,942,2 BHK Apartment,40000 ,Unfurnished,2 L deposit,2 bathrooms,"Jogeshwari West, Mumbai","Lift(s), Full Power Backup, 24 X 7 Security, Children's play area, Club House, Gymnasium, Swimming Pool, Sports Facility, Jogging Track, Landscaped Gardens"
null,900,2 BHK Apartment,35000 ,Furnished,1.05 L deposit,2 bathrooms,"Borivali East, Mumbai","Sports Facility, Swimming Pool, Gymnasium, Club House, Lift(s), Full Power Backup, 24 X 7 Security, Children's play area, Jogging Track, Landscaped Gardens"
null,960,2 BHK Apartment,30000 ,Unfurnished,2 L deposit,2 bathrooms,"Kandivali East, Mumbai","Indoor Games, ATM, Jogging Track, Lift(s), Maintenance Staff, Full Power Backup, Intercom, Children's play area, Rain Water Harvesting, Club House, Staff Quarter, Swimming Pool, Car Parking, Hospital, School, Shopping Mall, 24 X 7 Security, Gymnasium, Vaastu Compliant, Sports Facility, Landscaped Gardens"
null,575,1 BHK Apartment,27000 ,Semi-Furnished,1 L deposit,2 bathrooms,"Kandivali East, Mumbai","Jogging Track, Hospital, Maintenance Staff, Lift(s), Intercom, Full Power Backup, Rain Water Harvesting, Children's play area, Staff Quarter, Club House, Swimming Pool, School, Shopping Mall, Multipurpose Room, Gymnasium, Vaastu Compliant, 24 X 7 Security, Car Parking, Sports Facility, Landscaped Gardens"
null,1405,2 BHK Apartment,42000 ,Unfurnished,2 L deposit,3 bathrooms,"Kandivali East, Mumbai","Jogging Track, ATM, Maintenance Staff, Lift(s), Intercom, Full Power Backup, Rain Water Harvesting, Children's play area, Staff Quarter, Club House, Multipurpose Room, Swimming Pool, Indoor Games, Hospital, School, Shopping Mall, Landscaped Gardens, Car Parking, Gymnasium, Vaastu Compliant, 24 X 7 Security, Sports Facility"
null,1245,2 BHK Apartment,59990 ,Unfurnished,2 L deposit,2 bathrooms,"Deonar, Mumbai","ATM, Lift(s), Indoor Games, Full Power Backup, Jogging Track, Children's play area, Intercom, Club House, Multipurpose Room, Staff Quarter, Rain Water Harvesting, Gymnasium, Vaastu Compliant, 24 X 7 Security, Car Parking, Swimming Pool, Landscaped Gardens, Sports Facility"
null,1245,2 BHK Apartment,58666 ,Unfurnished,2 L deposit,2 bathrooms,"Deonar, Mumbai","ATM, Lift(s), Indoor Games, Full Power Backup, Jogging Track, Children's play area, Intercom, Club House, Multipurpose Room, Staff Quarter, Rain Water Harvesting, Gymnasium, Vaastu Compliant, 24 X 7 Security, Car Parking, Swimming Pool, Landscaped Gardens, Sports Facility"
null,1245,2 BHK Apartment,57777 ,Unfurnished,2 L deposit,2 bathrooms,"Deonar, Mumbai","ATM, Lift(s), Indoor Games, Full Power Backup, Jogging Track, Children's play area, Intercom, Club House, Multipurpose Room, Staff Quarter, Rain Water Harvesting, Gymnasium, Vaastu Compliant, 24 X 7 Security, Car Parking, Swimming Pool, Landscaped Gardens, Sports Facility"
null,1245,2 BHK Apartment,59888 ,Unfurnished,2 L deposit,2 bathrooms,"Deonar, Mumbai","ATM, Lift(s), Indoor Games, Full Power Backup, Jogging Track, Children's play area, Intercom, Club House, Multipurpose Room, Staff Quarter, Rain Water Harvesting, Gymnasium, Vaastu Compliant, 24 X 7 Security, Car Parking, Swimming Pool, Landscaped Gardens, Sports Facility"
null,1245,2 BHK Apartment,57993 ,Unfurnished,2 L deposit,2 bathrooms,"Deonar, Mumbai","ATM, Lift(s), Indoor Games, Full Power Backup, Jogging Track, Children's play area, Intercom, Club House, Multipurpose Room, Staff Quarter, Rain Water Harvesting, Gymnasium, Vaastu Compliant, 24 X 7 Security, Car Parking, Swimming Pool, Landscaped Gardens, Sports Facility"
null,1120,2 BHK Apartment,45000 ,Unfurnished,2 L deposit,2 bathrooms,"Chembur, Mumbai","ATM, Lift(s), Maintenance Staff, Hospital, Full Power Backup, School, Shopping Mall, Rain Water Harvesting, Intercom, Children's play area, 24 X 7 Security, Car Parking, Vaastu Compliant, Sports Facility, Landscaped Gardens, Club House, Gymnasium, Swimming Pool, Jogging Track"
null,2000,4 BHK Apartment,250000 ,Furnished,12 L deposit,3 bathrooms,"Bandra West, Mumbai","Indoor Games, ATM, Intercom, Hospital, Full Power Backup, School, Shopping Mall, Multipurpose Room, Rain Water Harvesting, Vaastu Compliant, Maintenance Staff, 24 X 7 Security, Car Parking, Gymnasium, Swimming Pool, Sports Facility, Landscaped Gardens, Children's play area, Lift(s), Club House, Jogging Track"
